title,artist,msg_id,from_peer 
disaster (ft. j hus),dave,10615,342768303
location (ft. burna boy),dave,10616,342768303
purple heart,dave,10617,342768303
black,dave,10618,342768303
psycho,dave,10619,342768303
awkward car drive,"germ, $uicideboy$",10620,342768303
pint of akorn,germ,10621,342768303
shameless,"germ, shakewell",10622,342768303
udigg,germ,10623,342768303
bussdown,"germ, ohgeesy",10624,342768303
wet em up,"germ, pouya",10625,342768303
bloody shoes,germ,10626,342768303
patnah dem,germ,10627,342768303
dirty faygo,germ,10628,342768303
necklace,"germ, gnar",10629,342768303
rambo,germ,10630,342768303
dope boy,pvrx,10631,342768303
tragic,"sneakk, bernard jabs",10632,342768303
blessing,"yfl kelvin, yk osiris",10633,342768303
therapy,nimic revenue,10634,342768303
diamond boo,dominic lord,10635,342768303
blue faces,"fetty luciano, landstrip chip",10636,342768303
death row,ashton travis,10637,342768303
recount,"tj porter, landstrip chip",10638,342768303
bandz,billz,10639,342768303
parade,"dominic lord, rich the kid",10640,342768303
big boss,"s3nsi molly, lil brook",10641,342768303
bay 2 ny,"tj porter, lul g",10642,342768303
spray,"sneakk, tyga, yg",10643,342768303
lil' boy,"nasaan, bernard jabs",10644,342768303
loose lips,"lul g, bernard jabs, striiipes",10645,342768303
humanity gone,gesaffelstein,10646,342768303
memora,gesaffelstein,10647,342768303
vortex,gesaffelstein,10648,342768303
so bad (ft. haim),gesaffelstein,10649,342768303
blast off (ft. pharrell williams),gesaffelstein,10650,342768303
ever now,gesaffelstein,10651,342768303
lost in the fire (ft. the weeknd),gesaffelstein,10652,342768303
reset,gesaffelstein,10653,342768303
hyperion,gesaffelstein,10654,342768303
diamonds (feat. rose darling),tritonal,10655,342768303
i'm not sorry (extended mix),hardwell & mike williams,10656,342768303
i'm not sorry,hardwell & mike williams,10657,342768303
here with me (feat. chvrches),marshmello,10658,342768303
dynamite,sigrid,10659,342768303
never mine,sigrid,10660,342768303
business dinners,sigrid,10661,342768303
don't kill my vibe,sigrid,10662,342768303
in vain,sigrid,10663,342768303
sight of you,sigrid,10664,342768303
level up,sigrid,10665,342768303
don’t feel like crying,sigrid,10666,342768303
strangers,sigrid,10667,342768303
basic,sigrid,10668,342768303
mine right now,sigrid,10669,342768303
sucker punch,sigrid,10670,342768303
bird box,cupcakke,10671,342768303
insomnia,daya,10672,342768303
tu manera,inna,10673,342768303
make believe,juice wrld,10674,342768303
rider,juice wrld,10675,342768303
she's the one,juice wrld,10676,342768303
won't let go,juice wrld,10677,342768303
10 feet,juice wrld,10678,342768303
on god (feat. young thug),juice wrld,10679,342768303
the bees knees,juice wrld,10680,342768303
out my way,juice wrld,10681,342768303
desire,juice wrld,10682,342768303
ring ring (feat. clever),juice wrld,10683,342768303
who shot cupid?,juice wrld,10684,342768303
syphilis,juice wrld,10685,342768303
feeling,juice wrld,10686,342768303
flaws and sins,juice wrld,10687,342768303
robbery,juice wrld,10688,342768303
big,juice wrld,10689,342768303
hear me calling,juice wrld,10690,342768303
fast,juice wrld,10691,342768303
demonz (feat. brent faiyaz) [interlude],juice wrld,10692,342768303
hemotions,juice wrld,10693,342768303
maze,juice wrld,10694,342768303
empty,juice wrld,10695,342768303
two of us,louis tomlinson,10696,342768303
my bed,khalid,10697,342768303
feelings,john newman,10698,342768303
rule the world (solo version) ,ariana grande,10699,342768303
follow you,zara larsson,10700,342768303
trap,saint jhn (feat. lil baby),10701,342768303
gas,sam sneak (feat. wale),10702,342768303
pressure,cee kay (feat. youngboy never broke again),10703,342768303
pressure,cee kay (feat. youngboy never broke again),10704,342768303
happy now (marnik remix) [radio edit],kygo feat. sandro cavazza,10705,342768303
happy now (marnik remix),kygo feat. sandro cavazza,10706,342768303
front porch junkies (remix),thomas rhett,10707,342768303
small town throwdown,"brantley gilbert, justin moore, thomas rhett",10708,342768303
sorry for partyin',thomas rhett,10709,342768303
whatcha got in that cup,thomas rhett,10710,342768303
something to do with my hands,thomas rhett,10711,342768303
beer with jesus,thomas rhett,10712,342768303
playing with fire,"thomas rhett, jordin sparks",10713,342768303
all-american middle class white boy,thomas rhett,10714,342768303
call me up,thomas rhett,10715,342768303
take you home,thomas rhett,10716,342768303
in a minute,thomas rhett,10717,342768303
when i was your man,thomas rhett,10718,342768303
american spirit,thomas rhett,10719,342768303
you can't stop me (feat. thomas rhett),"brett eldredge, thomas rhett",10720,342768303
background music,thomas rhett,10721,342768303
die a happy man (the remix),"thomas rhett, tori kelly",10722,342768303
tangled,thomas rhett,10723,342768303
single girl,thomas rhett,10724,342768303
south side,thomas rhett,10725,342768303
the day you stop lookin' back,thomas rhett,10726,342768303
learned it from the radio,thomas rhett,10727,342768303
it goes like this,thomas rhett,10728,342768303
like it's the last time,thomas rhett,10729,342768303
anthem,thomas rhett,10730,342768303
vacation,thomas rhett,10731,342768303
leave right now (radio edit),thomas rhett,10732,342768303
i feel good,"thomas rhett, lunchmoney lewis",10733,342768303
get me some of that,thomas rhett,10734,342768303
make me wanna,thomas rhett,10735,342768303
playing with fire,"thomas rhett, danielle bradbery",10736,342768303
when we’re 80,thomas rhett,10737,342768303
grave,thomas rhett,10738,342768303
gateway love,thomas rhett,10739,342768303
renegades,thomas rhett,10740,342768303
kiss me like a stranger,thomas rhett,10741,342768303
sweetheart,thomas rhett,10742,342768303
when you look like that,thomas rhett,10743,342768303
crash and burn,thomas rhett,10744,342768303
smooth like the summer,thomas rhett,10745,342768303
leave right now (nashville mix),thomas rhett,10746,342768303
cardboard heart,thomas rhett,10747,342768303
life changes,thomas rhett,10748,342768303
star of the show,thomas rhett,10749,342768303
drink a little beer,"thomas rhett, rhett akins",10750,342768303
unforgettable (radio mix),thomas rhett,10751,342768303
craving you,"thomas rhett, maren morris",10752,342768303
t-shirt,thomas rhett,10753,342768303
marry me (remix),thomas rhett,10754,342768303
goodbye summer,"danielle bradbery, thomas rhett",10755,342768303
unforgettable - recorded at sound stage nashville,thomas rhett,10756,342768303
leave right now,thomas rhett,10757,342768303
die a happy man,thomas rhett,10758,342768303
unforgettable,thomas rhett,10759,342768303
castle on the hill - recorded at sound stage nashville,thomas rhett,10760,342768303
country gold,thomas rhett,10761,342768303
leave right now (martin jensen mix),"thomas rhett, martin jensen",10762,342768303
marry me,thomas rhett,10763,342768303
life changes (radio edit),thomas rhett,10764,342768303
sixteen,thomas rhett,10765,342768303
don’t threaten me with a good time,"thomas rhett, little big town",10766,342768303
look what god gave her,thomas rhett,10767,342768303
don’t threaten me with a good time,"thomas rhett, little big town",10768,342768303
i can't get enough (solo version),"benny blanco, selena gomez, tainy",10769,342768303
wish you were gay,billie eilish,10770,342768303
the warm up,ace hood,10771,342768303
thoughts interlude,ace hood,10772,342768303
a vibe,ace hood,10773,342768303
live life ,ace hood,10774,342768303
lifestyle ,ace hood,10775,342768303
bluffin,ace hood,10776,342768303
goat emoji,ace hood,10777,342768303
eye of the tiger ,ace hood,10778,342768303
activated ,ace hood,10779,342768303
practice,ace hood,10780,342768303
in my bag,ace hood,10781,342768303
reprecussions,ace hood,10782,342768303
intro,ace hood,10783,342768303
i'm a witness,solange,10784,342768303
not screwed! (interlude),solange,10785,342768303
sound of rain,solange,10786,342768303
exit scott (interlude),solange,10787,342768303
beltway,solange,10788,342768303
binz,solange,10789,342768303
jerrod,solange,10790,342768303
we deal with the freak'n (intermission),solange,10791,342768303
my skin my logo,solange,10792,342768303
time (is),solange,10793,342768303
almeda,solange,10794,342768303
nothing without intention (interlude),solange,10795,342768303
dreams,solange,10796,342768303
stay flo,solange,10797,342768303
can i hold the mic,solange,10798,342768303
way to the show,solange,10799,342768303
down with the clique,solange,10800,342768303
s mcgregor (interlude),solange,10801,342768303
things i imagined,solange,10802,342768303
oh lord,lil yachty & young thug,10803,342768303
oh lord,lil yachty & young thug,10804,342768303
come over here,jacob latimore,10805,342768303
tell your friends,the him (feat. loote),10806,342768303
better with you,3lau & justin caruso ft. iselin,10807,342768303
give it to me,yellow claw,10808,342768303
pimpin ain't eazy,kodak black,10809,342768303
da real hoodbabies,lil gotit,10810,342768303
nobody,dylan scott,10811,342768303
just you and i,tom walker,10812,342768303
walk alone,"rudimental, tom walker",10813,342768303
the show,tom walker,10814,342768303
just you and i (acoustic),tom walker,10815,342768303
fade away,tom walker,10816,342768303
dominoes,tom walker,10817,342768303
cry out,tom walker,10818,342768303
blessings,tom walker,10819,342768303
my way,tom walker,10820,342768303
now you're gone,"tom walker, zara larsson",10821,342768303
how can you sleep at night?,tom walker,10822,342768303
not giving in,tom walker,10823,342768303
leave a light on,tom walker,10824,342768303
angels,tom walker,10825,342768303
sucker,jonas brothers,10826,342768303
"wasteland, baby!",hozier,10827,342768303
sunlight,hozier,10828,342768303
would that i,hozier,10829,342768303
dinner & diatribes,hozier,10830,342768303
be,hozier,10831,342768303
talk,hozier,10832,342768303
shrike,hozier,10833,342768303
as it was,hozier,10834,342768303
to noise making (sing),hozier,10835,342768303
nobody,hozier,10836,342768303
no plan,hozier,10837,342768303
movement,hozier,10838,342768303
almost (sweet music),hozier,10839,342768303
nina cried power,"hozier, mavis staples",10840,342768303
friends (feat. b smyth) |@applemusictm,ayo & teo,10841,342768303
sam,2 chainz,10842,342768303
"i'm not crazy, life is","2 chainz, chance the rapper, kodak black",10843,342768303
i said me,2 chainz,10844,342768303
2 dollar bill,"2 chainz, lil wayne, e-40",10845,342768303
girl's best friend,"2 chainz, ty dolla $ign",10846,342768303
rule the world,"2 chainz, ariana grande",10847,342768303
momma i hit a lick,"2 chainz, kendrick lamar",10848,342768303
ncaa,2 chainz,10849,342768303
whip,"2 chainz, travis scott",10850,342768303
high top versace,"2 chainz, young thug",10851,342768303
statute of limitations,2 chainz,10852,342768303
money in the way,2 chainz,10853,342768303
threat 2 society,2 chainz,10854,342768303
forgiven,"2 chainz, marsha ambrosius",10855,342768303
no rainy days,lil skies,10856,342768303
name in the sand,lil skies,10857,342768303
highs and lows,lil skies,10858,342768303
through the motions,lil skies,10859,342768303
mansion,lil skies,10860,342768303
when i’m wasted,lil skies,10861,342768303
ok 4 now,lil skies,10862,342768303
stop the madness (feat. gunna),"lil skies, gunna",10863,342768303
blue strips,lil skies,10864,342768303
flooded,lil skies,10865,342768303
nowadays pt. 2 (feat. landon cube),"lil skies, landon cube",10866,342768303
breathe,lil skies,10867,342768303
bad girls (feat. gucci mane),"lil skies, gucci mane",10868,342768303
i,lil skies,10869,342768303
flux,ellie goulding,10870,342768303
hear me calling,juice wrld,10871,342768303
high1x,blackbear,10872,342768303
blast off,gesaffelstein & pharrell williams,10873,342768303
4 phones,rich the kid,10874,342768303
pop the balloons,charli xcx,10875,342768303
sight of you,sigrid,10876,342768303
nobody,martin jensen & james arthur,10877,342768303
"i can't get enough (feat. tainy, selena gomez & j balvin)",benny blanco,10878,342768303
forever ball,wiz khalifa & curren$y,10879,342768303
bottle poppers,wiz khalifa & curren$y,10880,342768303
plot twist,wiz khalifa & curren$y,10881,342768303
